time,latitude,longitude,depth,mag,magType,nst,gap,dmin,rms,net,id,updated,place,type,horizontalError,depthError,magError,magNst,status,locationSource,magSource
2018-06-09T21:19:29.680Z,19.4153328,-155.2503357,1.11,2.28,ml,22,112,0.009567,0.3,hv,hv70254577,2018-06-09T21:25:09.450Z,"2km SW of Volcano, Hawaii",earthquake,0.45,0.34,0.26,12,automatic,hv,hv
2018-06-09T21:13:47.178Z,60.1142,-153.6663,155.2,1.9,ml,,,,1.11,ak,ak19741940,2018-06-09T21:22:06.213Z,"65km SW of Redoubt Volcano, Alaska",earthquake,,1.7,,,automatic,ak,ak
2018-06-09T20:59:00.950Z,19.4098339,-155.2866669,0.15,1.7,ml,19,69,0.008156,0.11,hv,hv70254512,2018-06-09T21:04:41.800Z,"5km WSW of Volcano, Hawaii",earthquake,0.17,0.18,0.28,8,automatic,hv,hv
2018-06-09T20:56:27.650Z,34.0416667,-117.6171667,0.45,1.11,ml,10,137,0.1351,0.22,ci,ci38194840,2018-06-09T21:00:12.836Z,"2km SE of Ontario, CA",earthquake,0.55,1.12,0.401,33,automatic,ci,ci
2018-06-09T20:53:12.020Z,-5.9051,152.0615,10,4.6,mb,,154,1.705,0.58,us,us1000embm,2018-06-09T23:01:54.040Z,"173km S of Kokopo, Papua New Guinea",earthquake,6.8,1.8,0.102,29,reviewed,us,us
2018-06-09T20:43:56.470Z,19.4173336,-155.2763367,0.44,2.13,ml,22,45,0.007332,0.21,hv,hv70254462,2018-06-09T20:49:36.910Z,"4km WSW of Volcano, Hawaii",earthquake,0.22,0.22,0.29,13,automatic,hv,hv
2018-06-09T20:43:04.145Z,36.9459,-117.7119,0,1,ml,10,219.13,0.292,0.1626,nn,nn00638983,2018-06-09T21:53:32.461Z,"49km NE of Lone Pine, California",earthquake,,4.2,0.33,6,reviewed,nn,nn
2018-06-09T20:22:53.510Z,19.4188328,-155.2791595,1.41,1.87,ml,18,58,0.004803,0.16,hv,hv70254407,2018-06-09T20:28:34.660Z,"4km WSW of Volcano, Hawaii",earthquake,0.25,0.24,0.26,8,automatic,hv,hv
2018-06-09T20:17:03.770Z,19.376667,-155.2826691,3.76,1.84,ml,14,186,0.009855,0.2,hv,hv70254392,2018-06-09T20:23:15.030Z,"7km SW of Volcano, Hawaii",earthquake,0.89,0.73,0.02,4,automatic,hv,hv
2018-06-09T20:09:48.130Z,36.4481667,-118.2388333,7.96,2.36,ml,16,143,0.1282,0.17,ci,ci38194816,2018-06-09T20:20:48.940Z,"22km SW of Lone Pine, CA",earthquake,0.83,1.4,0.135,26,automatic,ci,ci
2018-06-09T20:07:01.650Z,19.4060001,-155.2818298,0.34,1.74,md,10,122,0.0118,0.09,hv,hv70254352,2018-06-09T20:10:34.640Z,"5km WSW of Volcano, Hawaii",earthquake,0.31,0.45,0.24,4,automatic,hv,hv
2018-06-09T20:04:29.319Z,36.7473,-116.2732,9.9,0,ml,11,86.56,0.053,0.1422,nn,nn00638993,2018-06-09T23:13:32.318Z,"46km ESE of Beatty, Nevada",earthquake,,1.9,0.37,4,reviewed,nn,nn
2018-06-09T19:55:21.750Z,61.4954,-149.9812,46.2,2.3,ml,,,,0.7,ak,ak19741284,2018-06-09T20:03:59.355Z,"3km SSW of Big Lake, Alaska",earthquake,,0.7,,,automatic,ak,ak
2018-06-09T19:50:04.930Z,-5.8487,151.8823,56.53,5.1,mb,,42,1.67,0.81,us,us1000ema9,2018-06-09T20:05:35.040Z,"170km SSW of Kokopo, Papua New Guinea",earthquake,7.6,6.6,0.066,74,reviewed,us,us
2018-06-09T19:45:43.970Z,55.6877,161.2485,114.68,4,mb,,151,3.072,0.46,us,us1000ema8,2018-06-09T21:42:58.040Z,"97km SW of Ust'-Kamchatsk Staryy, Russia",earthquake,8.4,13.8,0.116,20,reviewed,us,us
2018-06-09T19:42:27.830Z,19.3968334,-155.2611694,0.94,2.13,ml,19,91,0.004799,0.15,hv,hv70254297,2018-06-09T19:48:09.390Z,"4km SSW of Volcano, Hawaii",earthquake,0.22,0.17,0.26,12,automatic,hv,hv
2018-06-09T19:42:17.500Z,19.4099998,-155.2630005,1.82,1.88,ml,8,74,0.003606,0.16,hv,hv70254292,2018-06-09T19:47:57.480Z,"3km SW of Volcano, Hawaii",earthquake,0.82,0.46,0.27,13,automatic,hv,hv
2018-06-09T19:38:27.220Z,19.5153332,-155.094162,4.24,2.39,ml,12,323,0.1795,0.31,hv,hv70254277,2018-06-09T19:44:10.730Z,"1km WNW of Fern Acres, Hawaii",earthquake,2.32,24.68,0.44,8,automatic,hv,hv
2018-06-09T19:33:50.170Z,33.181,-115.62,1.37,1.46,ml,12,108,0.003026,0.18,ci,ci38194800,2018-06-09T19:37:21.218Z,"12km SW of Niland, CA",earthquake,0.48,0.35,0.224,27,automatic,ci,ci
2018-06-09T19:25:20.250Z,19.4276676,-155.2409973,0.27,2.13,ml,7,173,0.01938,0.29,hv,hv70254227,2018-06-09T19:31:00.450Z,"0km SW of Volcano, Hawaii",earthquake,0.81,1.06,0.52,4,automatic,hv,hv
2018-06-09T19:22:47.340Z,19.555666,-155.14534,4.56,2.17,ml,12,338,0.1551,0.33,hv,hv70254217,2018-06-09T19:28:28.860Z,"3km W of Mountain View, Hawaii",earthquake,10.55,27.31,0.26,3,automatic,hv,hv
2018-06-09T19:19:10.140Z,19.4083328,-155.2811737,-0.23,2.32,ml,25,44,0.009682,0.29,hv,hv70254212,2018-06-09T19:24:55.430Z,"5km WSW of Volcano, Hawaii",earthquake,0.16,0.18,0.36,8,automatic,hv,hv
2018-06-09T19:19:05.790Z,19.4038334,-155.2793274,0.57,2.15,ml,19,58,0.009985,0.27,hv,hv70254207,2018-06-09T19:24:46.980Z,"5km SW of Volcano, Hawaii",earthquake,0.26,0.25,0.38,13,automatic,hv,hv
